timestamp,open,high,low,close,market_cap,volume
2025-03-25 16:00:00,87772.72551391833,87772.72551391833,87772.72551391833,87772.72551391833,1740872306923.125,29162434947.779037
2025-03-25 17:00:00,87826.12190670078,87826.12190670078,87826.12190670078,87826.12190670078,1742571895969.3389,26082227545.604538
2025-03-25 18:00:00,87974.75685468162,87974.75685468162,87974.75685468162,87974.75685468162,1745366378961.9204,30932019959.585617
2025-03-25 19:00:00,87960.9259253167,87960.9259253167,87960.9259253167,87960.9259253167,1745262195697.1592,27573940600.01937
2025-03-25 20:00:00,88199.60526776778,88199.60526776778,88199.60526776778,88199.60526776778,1750818625619.0615,24946108986.757996
2025-03-25 21:00:00,87936.51137016094,87936.51137016094,87936.51137016094,87936.51137016094,1744830190987.4487,28767014614.652634
2025-03-25 22:00:00,87741.71106058777,87741.71106058777,87741.71106058777,87741.71106058777,1740968686889.7048,30411274069.074875
2025-03-25 23:00:00,87321.36793603227,87321.36793603227,87321.36793603227,87321.36793603227,1732643281821.4788,30504107048.060806
2025-03-26 00:00:00,87424.06865781397,87424.06865781397,87424.06865781397,87424.06865781397,1736444530990.2063,30282779550.730293
2025-03-26 01:00:00,87647.88550868542,87647.88550868542,87647.88550868542,87647.88550868542,1739174319063.499,28962261867.249687
2025-03-26 02:00:00,87874.30791795647,87874.30791795647,87874.30791795647,87874.30791795647,1742808792399.2605,25975886041.639935
2025-03-26 03:00:00,87371.3491304742,87371.3491304742,87371.3491304742,87371.3491304742,1734233561901.287,29665357950.451767
2025-03-26 04:00:00,87205.4427253819,87205.4427253819,87205.4427253819,87205.4427253819,1730413717912.4695,29363130008.35759
2025-03-26 05:00:00,87334.3860075193,87334.3860075193,87334.3860075193,87334.3860075193,1732578485967.9712,26289068116.125698
2025-03-26 06:00:00,87538.98447599208,87538.98447599208,87538.98447599208,87538.98447599208,1736911238937.0894,27317146531.34157
2025-03-26 07:00:00,87953.57974749732,87953.57974749732,87953.57974749732,87953.57974749732,1744882942818.411,28897456435.08485
2025-03-26 08:00:00,88159.21504635461,88159.21504635461,88159.21504635461,88159.21504635461,1749759369727.404,28383627895.402317
2025-03-26 09:00:00,87983.70142460795,87983.70142460795,87983.70142460795,87983.70142460795,1744915117149.8997,29607645894.21867
2025-03-26 10:00:00,87922.27667040464,87922.27667040464,87922.27667040464,87922.27667040464,1744565140314.6484,26818250424.260193
2025-03-26 11:00:00,88240.46256324385,88240.46256324385,88240.46256324385,88240.46256324385,1750831185408.176,26830550485.254684
2025-03-26 12:00:00,87998.8047039292,87998.8047039292,87998.8047039292,87998.8047039292,1746405672424.0217,28323994131.249474
2025-03-26 13:00:00,87795.45224485123,87795.45224485123,87795.45224485123,87795.45224485123,1741973983152.412,24568236963.751717
2025-03-26 14:00:00,87219.71294548987,87219.71294548987,87219.71294548987,87219.71294548987,1732822824687.2412,28526666987.08393
2025-03-26 15:00:00,86823.44172743564,86823.44172743564,86823.44172743564,86823.44172743564,1722186314268.7188,26849718510.173206
2025-03-26 16:00:00,86745.53174766526,86745.53174766526,86745.53174766526,86745.53174766526,1720746184854.1106,27350676632.845985
2025-03-26 17:00:00,86454.04031914235,86454.04031914235,86454.04031914235,86454.04031914235,1717233820992.4915,27296519734.135445
2025-03-26 18:00:00,86566.57610290994,86566.57610290994,86566.57610290994,86566.57610290994,1717634402682.2693,20493662541.845657
2025-03-26 19:00:00,86217.63942503363,86217.63942503363,86217.63942503363,86217.63942503363,1713126382648.927,27353673063.748257
2025-03-26 20:00:00,86625.17449589507,86625.17449589507,86625.17449589507,86625.17449589507,1719467194015.4705,25271613688.36781
2025-03-26 21:00:00,87199.42852219005,87199.42852219005,87199.42852219005,87199.42852219005,1729710808534.7258,28502305454.441372
2025-03-26 22:00:00,87150.9659589762,87150.9659589762,87150.9659589762,87150.9659589762,1729881301573.1968,25450064580.279488
2025-03-26 23:00:00,86817.98796198177,86817.98796198177,86817.98796198177,86817.98796198177,1722837475609.0845,24214995153.743797
2025-03-27 00:00:00,86913.68578612641,86913.68578612641,86913.68578612641,86913.68578612641,1724367665542.8616,25184660306.741398
2025-03-27 01:00:00,87277.52244284363,87277.52244284363,87277.52244284363,87277.52244284363,1730362247871.2178,25540194749.296482
2025-03-27 02:00:00,87484.22713450069,87484.22713450069,87484.22713450069,87484.22713450069,1735895769317.9255,25305971460.705265
2025-03-27 03:00:00,87636.52233889826,87636.52233889826,87636.52233889826,87636.52233889826,1740124145693.8254,26312739947.78807
2025-03-27 04:00:00,87684.58507410828,87684.58507410828,87684.58507410828,87684.58507410828,1739414777262.1968,21915113481.168404
2025-03-27 05:00:00,87519.00306751425,87519.00306751425,87519.00306751425,87519.00306751425,1736591615855.238,25491762300.230244
2025-03-27 06:00:00,87309.51046145338,87309.51046145338,87309.51046145338,87309.51046145338,1731829225219.1519,25530606156.562138
